15,57843	15,73529	15,89216	16,04902	16,20588	16,36275	16,51961	16,67647	16,83333	16,99020	17,14706	17,30392	17,46078	17,61765	17,77451	17,93137	18,08824	18,24510	18,40196	18,55882	18,71569	18,87255	19,02941	19,18627	19,34314	19,50000	19,65686	19,81373	19,97059	20,12745	20,28431	20,44118	20,59804	20,75490	20,91176	21,06863	21,22549	21,38235	21,53922	21,69608	21,85294	22,00980	22,16667	22,32353	22,48039	22,63725	22,79412	22,95098	23,10784	23,26471	23,42157
25,47843	25,63529	25,79216	25,94902	26,10588	26,26275	26,41961	26,57647	26,73333	26,89020	27,04706	27,20392	27,36078	27,51765	27,67451	27,83137	27,98824	28,14510	28,30196	28,45882	28,61569	28,77255	28,92941	29,08627	29,24314	29,40000	29,55686	29,71373	29,87059	30,02745	30,18431	30,34118	30,49804	30,65490	30,81176	30,96863	31,12549	31,28235	31,43922	31,59608	31,75294	31,90980	32,06667	32,22353	32,38039	32,53725	32,69412	32,85098	33,00784	33,16471	33,32157
0,03820	0,06065	0,07162	0,09195	0,10090	0,11294	0,12144	0,12580	0,13048	0,13479	0,14316	0,15236	0,16598	0,18926	0,19834	0,20476	0,22081	0,22902	0,22720	0,21596	0,20727	0,17887	0,16557	0,13477	0,11411	0,09901	0,08691	0,07386	0,06996	0,06144	0,05813	0,05267	0,05015	0,04663	0,04255	0,03761	0,03469	0,03093	0,02833	0,02281	0,02122	0,01834	0,01521	0,01220	0,01091	0,00915	0,00733	0,00632	0,00503	0,00414	0,00348
0,05450	0,07031	0,08520	0,10140	0,10927	0,12091	0,12932	0,13283	0,13911	0,14593	0,15698	0,16916	0,18404	0,19839	0,21530	0,22293	0,23014	0,23813	0,23121	0,21440	0,20293	0,17696	0,15435	0,12794	0,10905	0,09229	0,08178	0,07522	0,06717	0,06143	0,05743	0,05460	0,04987	0,04546	0,04153	0,03766	0,03370	0,02915	0,02606	0,02289	0,02033	0,01772	0,01488	0,01285	0,01053	0,00853	0,00711	0,00616	0,00495	0,00431	0,00338
0,06528	0,07963	0,09574	0,10522	0,11890	0,13017	0,13557	0,13903	0,14410	0,15400	0,16792	0,17571	0,19766	0,21816	0,23314	0,23358	0,24277	0,24076	0,23083	0,21072	0,19475	0,17254	0,15258	0,12575	0,11211	0,09529	0,08548	0,07456	0,06967	0,06413	0,06003	0,05607	0,05235	0,04561	0,04271	0,03644	0,03362	0,02921	0,02559	0,02183	0,01844	0,01632	0,01459	0,01176	0,01011	0,00855	0,00676	0,00566	0,00479	0,00390	0,00308
0,07352	0,08713	0,10031	0,11467	0,12344	0,13448	0,14048	0,14453	0,15223	0,15777	0,17837	0,18696	0,20695	0,22555	0,23851	0,24231	0,24760	0,24083	0,23250	0,21203	0,19121	0,17265	0,15172	0,12663	0,11362	0,09767	0,08931	0,08017	0,07616	0,06889	0,06607	0,06017	0,05528	0,04715	0,04235	0,03675	0,03288	0,02832	0,02554	0,02015	0,01821	0,01569	0,01390	0,01168	0,00992	0,00799	0,00659	0,00566	0,00493	0,00404	0,00330
0,07882	0,09780	0,10988	0,12002	0,12724	0,13676	0,14330	0,14995	0,15560	0,16673	0,18429	0,19932	0,20948	0,22787	0,24214	0,24615	0,24783	0,23957	0,22251	0,20053	0,18063	0,16440	0,15376	0,12877	0,12027	0,10495	0,09836	0,08720	0,08288	0,07610	0,06951	0,06634	0,06054	0,05077	0,04481	0,03605	0,03241	0,02822	0,02377	0,01956	0,01777	0,01532	0,01287	0,01123	0,00891	0,00788	0,00672	0,00582	0,00474	0,00392	0,00308
0,08501	0,10315	0,11215	0,12235	0,13053	0,14099	0,14510	0,14923	0,15827	0,17356	0,18353	0,19870	0,21530	0,23158	0,24294	0,24572	0,24419	0,23274	0,21723	0,19812	0,18455	0,16922	0,15819	0,14441	0,13500	0,11769	0,11237	0,09834	0,09421	0,08630	0,08065	0,07163	0,06606	0,05452	0,04682	0,03739	0,03332	0,02826	0,02458	0,02009	0,01767	0,01509	0,01299	0,01042	0,00934	0,00762	0,00634	0,00524	0,00464	0,00384	0,00336
0,09091	0,10515	0,11600	0,12647	0,13227	0,14050	0,14630	0,15186	0,16623	0,17504	0,18723	0,20508	0,21869	0,23417	0,24117	0,24289	0,24262	0,23001	0,21864	0,20530	0,19430	0,18448	0,17598	0,16468	0,15693	0,13531	0,13041	0,11322	0,10645	0,09773	0,09151	0,08044	0,07416	0,05948	0,05025	0,04056	0,03387	0,02905	0,02641	0,02106	0,01828	0,01567	0,01329	0,01054	0,00938	0,00757	0,00598	0,00526	0,00443	0,00375	0,00328
0,09377	0,10811	0,11666	0,12591	0,13433	0,14051	0,14892	0,15343	0,16444	0,18119	0,19512	0,20815	0,22359	0,23298	0,23937	0,24054	0,23869	0,22975	0,22528	0,21310	0,21092	0,20554	0,20249	0,19200	0,18317	0,15845	0,15138	0,12806	0,12373	0,10888	0,10154	0,08696	0,08016	0,06647	0,05423	0,04180	0,03715	0,03179	0,02781	0,02178	0,01955	0,01631	0,01428	0,01131	0,00938	0,00771	0,00660	0,00577	0,00500	0,00383	0,00320
0,09926	0,11305	0,12045	0,12726	0,13251	0,14170	0,15086	0,15815	0,17042	0,18196	0,19381	0,20664	0,22070	0,23579	0,24111	0,24130	0,24170	0,23805	0,23910	0,23424	0,23857	0,23595	0,23578	0,22220	0,21475	0,18555	0,17372	0,14675	0,13803	0,12173	0,11149	0,09526	0,08802	0,07210	0,05801	0,04532	0,04062	0,03370	0,02968	0,02325	0,02120	0,01810	0,01623	0,01232	0,01088	0,00851	0,00720	0,00619	0,00530	0,00389	0,00346
